,genres,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count
11365,Crime-Drama-Mystery-Thriller,12.37,Epsilon Motion Pictures-Franchise Pictures-Morgan Creek Productions-Clyde Is Hungry Films-Pledge Productions,2001-01-19,35000000.0,29419291.0,123.0,6.562,747.0
11368,Adventure-Romance-History,12.368,Warner Bros. Pictures,1938-05-13,2033000.0,3981000.0,102.0,7.5,572.0
11371,Comedy-Romance,12.364,Gracie Films-20th Century Fox-Amercent Films-American Entertainment Partners L.P.,1987-12-16,20000000.0,67330500.0,133.0,6.8,316.0
11372,Comedy-Science Fiction,12.364,20th Century Fox-Zanuck/Brown Productions,1988-09-13,17500000.0,25024919.0,116.0,6.2,544.0
11378,Drama-Family-Romance,12.36,Metro-Goldwyn-Mayer,1991-09-30,1237669.0,2853801.0,99.0,7.4,227.0
11379,Thriller,12.359,20th Century Fox-Morgan Creek Productions,1990-09-28,18000000.0,55000000.0,102.0,6.268,278.0
11380,Drama-Romance,12.358,Miramax,2000-11-15,35000000.0,36779296.0,106.0,5.7,338.0
11381,Western-Horror-Thriller,12.358,A Band Apart-Dimension Films-Los Hooligans Productions,1999-10-30,5000000.0,9617000.0,94.0,4.9,261.0
11382,Animation-Adventure-Comedy-Family,12.358,Seven Pictures-SCOPE Pictures-Scopas Medien-UFA Fiction-Grid Animation-Schubert International Filmproduktions-Philm CGI-Lauenstein & Lauenstein,2019-04-11,9000000.0,3882729.0,84.0,6.9,63.0
11383,Crime-Thriller-Comedy,12.357,Viacom18 Studios-Matchbox Pictures,2018-10-05,4500000.0,40000000.0,139.0,7.7,362.0
11391,Action-History-War,12.352,Falcon International Productions,1981-04-17,35000000.0,1500000.0,173.0,7.3,126.0
11394,War-Romance-Drama,12.351,Columbia Pictures,1953-08-28,1650000.0,30500000.0,118.0,7.4,484.0
11398,Drama-Crime,12.348,American Zoetrope-StudioCanal-Tohokushinsha Film Corporation-NALA Films-FilmNation Entertainment-Pathé-Tobis Film,2013-06-12,15000000.0,19145732.0,90.0,5.4,2782.0
11402,Drama-Romance,12.347,Columbia Pictures-Delphi III Productions-Pluperfect,1985-06-07,19000000.0,12918858.0,115.0,5.7,147.0
11403,Action-Crime-Drama,12.347,Cannon Group-Golan-Globus Productions,1987-06-11,5000000.0,6880310.0,99.0,5.7,218.0
11415,Fantasy-Action-Adventure,12.34,Central Partnership,2017-11-30,5610000.0,10657499.0,117.0,6.2,108.0
11416,Drama-History,12.34,Centropolis Entertainment-Lionsgate-Mel's Cite du Cinema,2015-09-18,13500000.0,187674.0,129.0,6.2,112.0
11424,Drama-Thriller,12.334,Rising Star-Foresight Unlimited-VIP Media Group-Michael Mailer Films-Ledge Productions,2011-05-06,10000000.0,610986.0,101.0,6.1,287.0
11428,Drama-History,12.331,Wonderland Sound and Vision-Thunder Road-Legendary Pictures-Warner Bros. Pictures,2006-12-12,65000000.0,43545364.0,124.0,6.9,534.0
11429,Action-Comedy-Crime,12.33,CJ Entertainment-Filmmaker R&K-Stone Comics Entertainment-Froniter Works Comic-filmK,2015-08-05,7528230.0,87970000.0,119.0,6.9,159.0
11433,Adventure-Horror-Action-Thriller-Science Fiction,12.326,Metro-Goldwyn-Mayer-Gordon Company-Filmauro,1989-03-17,25000000.0,15704614.0,98.0,5.9,387.0
11434,Crime-Drama-Thriller,12.325,Columbia Pictures,1979-10-19,6000000.0,33300000.0,119.0,7.1,387.0
11441,Crime-Drama-Mystery-Thriller,12.321,Les Films du Carrosse-Les Productions Artistes Associés-Dino de Laurentiis Cinematografica,1968-03-22,747000.0,9600000.0,107.0,7.202,193.0
11446,Thriller-Drama,12.317,StudioCanal-The Safran Company-Ombra Films-Atresmedia-Roxbury-Vertical Entertainment,2013-10-13,4357373.0,1200000.0,99.0,6.5,507.0
11448,Animation-Adventure-Family,12.317,nWave Pictures-Belga Productions-Octopolis,2020-07-23,17520000.0,10855626.0,97.0,7.093,140.0
11450,Action-Comedy,12.314,TF1 Films Production-Pathé-Artémis Productions-Les Productions du Ch'timi,2017-02-01,32400000.0,34598750.0,105.0,5.8,817.0
11451,Action-Adventure-Drama-History-War,12.314,Summit Entertainment-Beijing Film Studio-China Film Group Corporation-Avex Group-Lion Rock Productions-Emperor Multimedia Group (EMG)-Shanghai Film Group-Showbox-CMC Entertainment-Vie Vision Pictures,2009-01-07,80000000.0,121059225.0,142.0,7.3,369.0
11455,Science Fiction-Romance,12.306,Columbia Pictures-Delphi II Productions-Industrial Light & Magic,1984-12-13,22000000.0,28744356.0,115.0,6.9,662.0
11457,Drama-Romance,12.306,Paramount,1974-03-27,6500000.0,26533200.0,144.0,6.3,385.0
11458,Drama-Comedy,12.305,DreamWorks Pictures-Amblin Entertainment-Harpo Films-Participant-Imagenation Abu Dhabi FZ-Reliance Entertainment-Touchstone Pictures,2014-08-06,22000000.0,88880821.0,122.0,7.314,1239.0
11459,Drama-Romance,12.303,Village Roadshow Pictures-Warner Bros. Pictures-Lonely Film Productions GmbH & Co. KG.-Deuce Three Productions-Di Novi Pictures,2007-05-01,55000000.0,8461686.0,124.0,5.62,221.0
11463,Comedy-Crime-Romance-Drama,12.301,Universal Pictures-Mad Dog Productions,1993-03-05,19000000.0,11081586.0,96.0,5.979,291.0
11464,Horror-Thriller-Mystery,12.3,Universal Pictures,1986-04-02,8400000.0,14481606.0,93.0,5.557,290.0
11465,Western,12.3,Paramount-John Ford Productions,1962-04-15,3200000.0,8000000.0,123.0,7.779,868.0
11469,Drama-Action-Crime,12.297,Imagine Entertainment-Universal Pictures-Blumhouse Productions,2017-04-28,916000.0,6179955.0,99.0,6.7,86.0
11476,Comedy-Romance,12.294,Metro-Goldwyn-Mayer-David Ladd Films,2003-01-17,20000000.0,17432163.0,101.0,6.0,280.0
11481,Horror,12.286,Artisan Entertainment,1999-09-10,12000000.0,21133087.0,99.0,6.7,969.0
11484,Action,12.283,Blue Rider Pictures-Frame Werk Produktion GmbH & Co. KG-Bauer Martinez Studios-UKFS-The Tower Limited Liability Partnership-Lucky 7 Productions LLC-LMCP Films-Royal Bank of Scotland-Sagewise,2004-12-28,14000000.0,521918.0,91.0,5.9,194.0
11489,Drama,12.282,Phantom Four-Mandalay Pictures-Bron Studios-Tiny Giant Entertainment,2016-09-09,8500000.0,15861566.0,120.0,6.519,472.0
11497,Crime-Drama-Romance-Thriller,12.278,The Selznick Studio-Vanguard Films,1947-12-31,4258000.0,2100000.0,114.0,6.2,192.0
11499,Western-Drama-Action-Romance,12.277,Metro-Goldwyn-Mayer-United Artists-Seven Arts Productions,1961-02-01,4000000.0,8200000.0,124.0,6.951,277.0
11500,Crime-Drama-Mystery-Thriller,12.276,Mosaic Media Group-El Norte Productions-Nuyorican Productions-Mobius Entertainment Ltd.,2007-02-15,21000000.0,8329799.0,112.0,6.3,272.0
11515,Action,12.269,Universal Pictures,1984-06-01,14500000.0,8089290.0,93.0,6.9,376.0
11518,Comedy-Crime,12.267,Universal Pictures-Robert Simonds Productions,1998-01-16,8000000.0,17460020.0,82.0,6.3,436.0
11520,Horror-Science Fiction-Thriller,12.266,Warner Bros. Pictures-Dorset Productions-Robert H. Solo Productions,1993-06-09,13000000.0,428868.0,87.0,6.144,313.0
11521,Crime-Thriller,12.265,Universal Pictures,1958-03-30,829000.0,2247500.0,111.0,7.8,1157.0
11522,Drama-Mystery,12.265,20th Century Fox,1944-10-11,1020000.0,2000000.0,88.0,7.7,616.0
11524,Drama-Thriller,12.264,Animus Films-Benaroya Pictures-Also Known As Pictures-Waterfall Media-Serena Films-Rose Pictures,2012-09-07,6000000.0,13231461.0,96.0,6.634,990.0
11528,Family-Fantasy-Science Fiction-Adventure-Comedy,12.26,HandMade Films,1981-07-13,5000000.0,42365581.0,116.0,6.6,792.0
11529,Drama,12.26,Warner Bros. Pictures-Chenault Productions,1966-06-22,7500000.0,33736689.0,131.0,7.8,633.0
11534,Drama-War-Action,12.252,Paramount,1983-12-16,11000000.0,30503151.0,105.0,6.2,141.0
11535,Thriller-Mystery,12.251,Bedlam Productions,2009-06-19,600000.0,394717.0,101.0,6.7,1700.0
11536,Adventure-Comedy-Crime-Action-Thriller,12.251,Universal Pictures-City Light Films,1988-07-20,30000000.0,38413606.0,126.0,7.2,837.0
11537,Action-Comedy-Drama,12.251,Warner Bros. Pictures-Silver Pictures-Jessie Nelson Productions-David Dobkin Productions,2007-11-03,100000000.0,97838349.0,116.0,5.8,710.0
11543,Action-Science Fiction-Adventure-Horror,12.246,Head Gear Films-XYZ Films-Infinite Studios-Infinite Frameworks-Metrol Technology-North Hollywood Films-Beyond The Mothership-Hongmaisui International Culture (Beijing) Co.-Media Rights Entertainment-Hydraulix Entertainment-M45 Productions,2017-10-20,20000000.0,992181.0,105.0,5.2,857.0
11544,Drama,12.245,20th Century Fox,1964-12-14,783000.0,9000000.0,142.0,7.5,276.0
11546,Fantasy-Drama-Horror,12.244,Barunson E&A,2007-12-27,4000000.0,2206625.0,117.0,6.7,142.0
11547,Fantasy-Comedy-Romance-Science Fiction,12.244,Imagine Entertainment-Universal Pictures,2000-07-27,84000000.0,123307945.0,106.0,4.997,1095.0
11555,Comedy-Romance,12.239,I Hate Vday Productions-ICB Entertainment Finance-My Bench Productions,2009-06-27,3000000.0,4243957.0,98.0,5.4,238.0
11559,Romance-Comedy-Drama,12.237,Gracie Films-20th Century Fox,1989-04-14,16000000.0,20036737.0,100.0,7.1,803.0
11565,Fantasy-Horror,12.233,Empire Pictures-Altar Productions,1986-01-17,1100000.0,5450815.0,82.0,4.9,149.0
11567,Drama-Romance,12.231,20th Century Fox-Jerry Wald Productions,1957-07-11,2100000.0,3800000.0,111.0,7.4,367.0
11574,Drama-History,12.228,Universal Pictures-Marble Arch Productions,1987-11-06,29000000.0,25899797.0,157.0,7.1,161.0
11577,Drama-Comedy-Romance,12.226,Fox Searchlight Pictures-Night and Day Pictures,2007-05-25,1500000.0,22240529.0,108.0,6.8,437.0
11578,Drama-Thriller-Mystery-War,12.226,Fox 2000 Pictures-Joseph M. Singer Entertainment-Davis Entertainment,1996-07-04,46000000.0,100860818.0,116.0,6.5,718.0
11579,Comedy-Music,12.226,New Line Cinema-Base 12 Productions-Corrupter Production Service Ltd.-Takoma Entertainment-KISS Nation,1999-08-13,6500000.0,4217115.0,95.0,6.7,324.0
11587,Comedy,12.222,Studio Babelsberg-Regency Enterprises-Escape Artists-New Regency Pictures,2015-03-05,35000000.0,14431253.0,91.0,5.4,696.0
11594,Crime-Drama-Thriller,12.219,Universal Pictures-Original Film-Newmarket Capital Group-Cranium Films,2000-03-31,15000000.0,50802120.0,106.0,5.748,477.0
11600,Action-Comedy-Crime,12.215,Universal Pictures,1987-06-23,20000000.0,66673516.0,106.0,5.934,369.0
11602,Comedy-Romance,12.214,Wild Bunch-Gravier Productions-Perdido Productions,2009-06-19,15000000.0,36020534.0,92.0,7.125,1507.0
11603,Fantasy-Comedy-Romance,12.213,Fox Searchlight Pictures-Regency Enterprises-Taurus Film,1999-05-14,11000000.0,16071990.0,116.0,6.5,295.0
11616,Drama-Family,12.203,Orion Pictures,1991-09-06,10000000.0,25010896.0,99.0,6.478,203.0
11625,Comedy-Romance,12.2,Metro-Goldwyn-Mayer-Arthur Freed Production,1958-05-15,3319355.0,13200000.0,116.0,6.236,248.0
11626,Thriller-Science Fiction,12.197,Miramax-Pandora Cinema,2002-10-01,7500000.0,898365.0,95.0,6.7,457.0
11641,Action-Comedy-Thriller-Crime-Science Fiction,12.189,Lionsgate-OddLot Entertainment-Media Magik Entertainment-Dark Lot Entertainment-Continental Entertainment Group (CEG),2008-12-25,60000000.0,39031337.0,103.0,4.7,815.0
11642,Documentary-Music,12.188,Imagine Entertainment-MTV Films-Insurge Pictures-Paramount,2012-06-28,12000000.0,32726956.0,93.0,7.1,244.0
11649,Drama-Horror-Science Fiction,12.18,Tatsunoko Production,2004-04-24,6000000.0,12353768.0,141.0,5.9,208.0
11652,Comedy-Drama-Family,12.177,20th Century Fox,1947-06-04,630000.0,2700000.0,96.0,7.4,554.0
11653,Horror-Mystery,12.176,Warner Bros. Pictures,1953-04-16,658000.0,23800000.0,88.0,6.9,254.0
11659,Music-Romance-Drama,12.174,BBC Films-Vertigo Films-Little Gaddesden Productions,2010-05-19,5773100.0,18144030.0,98.0,6.4,358.0
11661,Romance-Comedy-Drama,12.173,American Zoetrope,2016-09-12,5000000.0,13203541.0,92.0,5.8,196.0
11662,Comedy,12.173,Capella International-KC Medien AG,1999-07-23,10000000.0,10571408.0,98.0,6.5,284.0
11669,Comedy-Family-Science Fiction,12.168,David Foster Productions-TriStar Pictures-PSO,1986-05-09,10000000.0,40697761.0,98.0,6.6,1214.0
11670,Family-Comedy,12.167,Lionsgate-CBS Films-Participant,2016-10-07,8500000.0,23316139.0,92.0,6.9,352.0
11672,Horror,12.167,20th Century Fox-Mace Neufeld Productions,1978-06-09,6800000.0,26518355.0,107.0,6.4,532.0
11677,Comedy-Drama,12.164,Suburban Pictures,1996-05-24,800000.0,5034794.0,88.0,7.16,326.0
11678,Horror-Mystery-Thriller,12.163,Guardian Trust Company-Simcom Limited-Prom Night Productions,1980-07-18,1500000.0,14796236.0,92.0,5.7,315.0
11685,Drama-Thriller-Romance,12.158,Metro-Goldwyn-Mayer,1993-01-15,30000000.0,38000000.0,101.0,4.8,228.0
11687,Drama-Family-Romance,12.156,BBC Films,2006-12-03,30000000.0,35078241.0,92.0,6.6,407.0
11695,Documentary,12.151,Miramax-BIM Distribuzione-Fellowship Adventure Group-Dog Eat Dog Films-Questar Entertainment,2004-06-25,6000000.0,222446882.0,123.0,7.1,1179.0
11703,Action-Horror-Science Fiction-Thriller-Comedy,12.143,New World Pictures-Helpern / Meltzer,1988-05-06,5000000.0,3588626.0,86.0,6.1,141.0
11705,Drama-Comedy-Romance,12.142,UTV Motion Pictures-Excel Entertainment-Eros International-Kanzaman,2011-07-15,7700000.0,160000000.0,166.0,7.6,266.0
11714,Comedy-Drama-Fantasy,12.136,DreamWorks Pictures-ImageMovers,2018-12-21,39000000.0,12780692.0,116.0,6.575,1013.0
11716,Documentary-Comedy-Drama,12.134,BBC Films,1996-09-11,350000.0,29090.0,80.0,6.704,27.0
11717,Music-Comedy-Drama-Romance,12.134,Metro-Goldwyn-Mayer-United Artists-Lakeshore Entertainment,2009-09-23,18000000.0,77211836.0,107.0,5.7,324.0
11721,Comedy-Drama-Romance,12.131,Miramax-Morpheus-Intermedia Films-Hyperion Pictures,1998-12-30,20000000.0,3970078.0,121.0,6.7,168.0
11727,Comedy-Music-Romance,12.127,RKO Radio Pictures,1935-08-29,609000.0,3202000.0,101.0,7.4,235.0
11731,Crime-Drama-Thriller,12.125,Metro-Goldwyn-Mayer-Universal Pictures-Scott Free Productions-Dino De Laurentiis Company,2001-02-08,87000000.0,351692268.0,131.0,6.756,3972.0
11732,Comedy-Drama,12.124,Paramount-Escape Artists-Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG-The Weather Man,2005-10-20,20000000.0,12482775.0,101.0,6.114,809.0
11733,Action-Adventure-Comedy,12.123,Relativity Media-Michaels-Goldwyn,2010-05-21,10000000.0,9322895.0,90.0,5.5,458.0
11737,History-Romance-Drama,12.12,Babieka Films-Wonderful Films-Survivor Pictures,2016-12-02,90000000.0,12448676.0,133.0,7.0,365.0
11743,Adventure-Drama-History-War,12.117,Goldcrest-Viking Film,1985-12-25,28000000.0,358574.0,126.0,5.4,84.0
11744,Drama-Thriller,12.116,Sony Pictures-Screen Gems,2009-04-24,20000000.0,73830340.0,108.0,5.8,550.0
11749,Science Fiction-Horror-Action-Thriller,12.115,New Line Cinema,1996-01-12,15000000.0,2409225.0,92.0,2.9,109.0
11750,Comedy-Romance-Drama,12.112,Avenue Pictures-Sandbar Pictures,2007-06-15,5.0,1.0,100.0,6.098,224.0
11751,Adventure-Comedy-Family,12.112,Canal+-TF1 Films Production-Chez Wam-Pathé-SCOPE Pictures,2012-04-03,50000000.0,50100000.0,105.0,5.2,745.0
11755,Romance-Drama,12.111,Eon Productions,2017-11-17,10000000.0,3179847.0,105.0,6.5,142.0
11757,Crime-Drama,12.109,United Artists,1997-08-27,30000000.0,23461013.0,130.0,6.4,146.0
11758,Action-Adventure-Science Fiction,12.109,Toho Pictures Inc.,1999-12-11,8300000.0,25037390.0,107.0,6.9,203.0
11765,Crime-Action-Comedy,12.104,Red Chillies Entertainment-Rohit Shetty Productionz,2015-12-18,26000000.0,61000000.0,158.0,6.6,248.0
11775,Horror-Mystery-Thriller,12.097,Film Victoria-Essaness Pictures-Greater Union Organisation (GUO)-The Australian Film Commission-West Australian Film Council-Quest Productions,1981-02-27,1750000.0,100000.0,101.0,6.5,119.0
11776,Action-Adventure,12.095,Kenzo movies-Kenzotv-Filmwallet.ng,2022-08-01,500.0,300.0,60.0,0.0,0.0
11778,Romance-Comedy-Drama,12.094,Media 8 Entertainment,2008-02-08,3200000.0,179590.0,102.0,6.4,278.0
11782,Music-Drama-Comedy,12.092,Pandora Cinema-CNC-Portobello Pictures-Česká televize-Státní fond ČR pro podporu a rozvoj české kinematografie-Biograf Jan Svěrák-CinemArt-Fonds Eurimages du Conseil de l'Europe-Space Films,1996-05-15,1031764.0,7566841.0,105.0,7.4,119.0
11784,Action-Science Fiction-Horror,12.091,Toho Pictures Inc.,1989-12-16,5000000.0,7000000.0,105.0,7.2,154.0
11786,Adventure-Comedy-Drama-Fantasy,12.089,20th Century Fox-Warner Bros. Pictures,1985-03-27,20000000.0,18432000.0,121.0,7.0,951.0
11790,Action-Crime-Thriller,12.088,Village Roadshow Pictures-Warner Bros. Pictures-Thunder Road-Beacon Pictures-Jon Shestack Productions,2006-02-08,45000000.0,82800000.0,105.0,5.8,774.0
11792,Action-Crime-Drama-Thriller,12.088,New Line Cinema-International Production Company-Media 8 Entertainment-True Grit Productions-MDP Filmproduktion-Zero Gravity Management-VIP 1 Medienfonds-Pierce/Williams Entertainment-VIP 2 Medienfonds,2006-01-06,17000000.0,9500000.0,122.0,7.0,861.0
11793,Adventure-Science Fiction-TV Movie,12.088,Metro-Goldwyn-Mayer-Kawoosh! Productions DTV I,2008-03-11,7000000.0,8900000.0,101.0,7.2,385.0
11797,Western,12.085,Canal+-Screen Ireland-RTÉ-Quickfire Films-Iris Productions-Iris Films-Ciné+-Ripple World Pictures-Rezo Productions-Metro International Entertainment-Voo-Be TV,2019-03-15,12000000.0,106796.0,101.0,6.1,171.0
11801,Fantasy-Horror-Mystery,12.082,Orion Pictures-Automatik Entertainment-Bron Studios-Creative Wealth Media Finance-Wild Atlantic Pictures,2020-01-30,5000000.0,22059211.0,87.0,6.0,1183.0
11803,Crime-Mystery-Thriller,12.082,JVC-Largo Entertainment,1992-06-26,23000000.0,57138719.0,117.0,6.1,223.0
11810,Comedy-Drama-Romance,12.076,Columbia Pictures-Gracie Films-Parkway Productions,2001-10-19,48000000.0,35743308.0,132.0,6.825,388.0
11815,Drama-Action,12.073,Showbox,2012-10-11,3500000.0,7339398.0,96.0,6.881,143.0
11816,Science Fiction-Comedy-Fantasy,12.073,Canal+-Warner Bros. Pictures-Regency Enterprises-Alcor Films-Cornelius Productions,1992-02-28,40000000.0,14358033.0,99.0,5.912,459.0
11819,Comedy,12.071,Annapurna Pictures,2016-03-30,10000000.0,3400278.0,116.0,6.4,941.0
11820,Drama,12.07,Chestnut Ridge,2017-10-13,12000000.0,10051659.0,118.0,7.3,509.0
11821,Crime-Drama,12.07,El Deseo-TVE-Canal+ España-ICAA-Preparatory Action of the European Union,2004-03-19,5000000.0,40266982.0,106.0,7.403,755.0
11825,Thriller,12.067,Senator Film-Potboiler Productions-Lionsgate-Film4 Productions-FilmNation Entertainment-Demarest Films-The Ink Factory-Amusement Park Films,2014-07-25,15000000.0,31554855.0,121.0,6.465,1129.0
11828,Horror-Science Fiction,12.064,Hammer Film Productions,1957-05-20,270000.0,8000000.0,83.0,6.8,214.0
11829,Comedy,12.063,Screen Gems-Moving Pictures DPI-Weinstock Productions-Gross Entertainment,2009-02-20,20000000.0,18599102.0,90.0,6.128,511.0
11834,Comedy-Drama-History,12.061,Walt Disney Pictures-BBC Films-Ruby Films-Essential Media and Entertainment-Hopscotch Features,2013-11-29,35000000.0,112544580.0,125.0,7.353,2924.0
11837,Fantasy-Family-Adventure-Action-Comedy,12.061,Walt Disney Pictures-The Walt Disney Company CIS,2017-10-19,8250000.0,30060061.0,120.0,7.0,124.0
11843,Adventure-Western,12.057,Warner Bros./Seven Arts,1969-06-17,6244087.0,638641.0,145.0,7.7,938.0
11847,Comedy-Drama-Romance,12.056,Columbia Pictures-Gracie Films-Road Rebel,2010-12-17,120000000.0,48668907.0,121.0,5.279,804.0
11850,Drama-Thriller-History,12.054,Canal+-Warner Bros. Pictures-Regency Enterprises-Ixtlan Productions-Alcor Films-Camelot Pictures,1991-12-20,40000000.0,205405498.0,189.0,7.6,1669.0
11856,Drama-Music-Fantasy,12.053,Hemdale Film-Robert Stigwood Organization (RSO),1975-03-19,5000000.0,34251525.0,111.0,6.392,249.0
11865,Adventure-Comedy,12.046,Bungalow Productions-Silver Lion Films-Vision View Entertainment,2001-04-12,21150000.0,39438674.0,95.0,5.2,512.0
11870,Comedy-Fantasy-Romance,12.044,Krasnoff Foster Productions-Touchstone Pictures-Film Production Consultants,2010-01-29,55000000.0,43042835.0,91.0,6.028,1071.0
11873,Drama-Comedy,12.043,Specific Films-PolyGram Filmed Entertainment-Latent Image Productions Pty. Ltd.,1994-05-31,2000000.0,11224491.0,104.0,7.295,617.0
11882,Comedy,12.039,Universal Pictures,1999-08-12,55000000.0,98625775.0,97.0,6.2,688.0
11883,Romance-Drama,12.038,Emotion Pictures-The Mark Gordon Company-Class 5 Films-Yari Film Group-Warner China Film HG Corporation-Stratus Film Co.-W.I.P.-Bob Yari Productions-The Colleton Company-Dragon Studios,2006-01-01,19400000.0,26910847.0,125.0,7.3,964.0
11884,Drama-Romance-War,12.038,Metro-Goldwyn-Mayer,1940-05-17,1200000.0,2500000.0,109.0,7.7,110.0
11886,Action-Crime-Drama-Thriller,12.037,Malpaso Productions-Warner Bros. Pictures,1990-01-18,10000000.0,21633874.0,120.0,5.9,430.0
11887,Romance-Science Fiction-Thriller-Drama,12.035,Hemdale Film-Miracle Mile Productions Inc.,1988-05-19,3700000.0,1145404.0,88.0,7.0,173.0
11889,Drama-Thriller,12.035,IM Global-Shoebox Films,2014-04-10,2000000.0,4635300.0,85.0,6.9,2279.0
11894,Drama-Music-Romance,12.033,Warner Bros. Entertainment-Warner Bros. Pictures-Water-Purple Films,1984-07-27,7200000.0,68392977.0,111.0,6.713,293.0
