,genres,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count
10790,Horror-Fantasy,12.877,Live Entertainment-Image Organization-Pierre David,1997-09-19,5000000.0,15738769.0,90.0,6.0,454.0
10798,Crime-Action-Thriller,12.866,Franchise Pictures-Screen Gems-Modern Media Filmproduktion,2002-11-15,25000000.0,19233280.0,98.0,5.2,292.0
10807,Thriller-Horror,12.859,FilmFondet Fuzz-Alligator Film-Handmade films in Norwegian woods,2009-03-04,2215773.0,1489526.0,95.0,5.7,56.0
10812,Drama,12.854,Participant-Imagenation Abu Dhabi FZ-Focus Features-Media Farm-Sunday Night-Pearl Street Films,2012-09-23,15000000.0,8138788.0,106.0,6.3,582.0
10815,Thriller-Crime-Action,12.852,Atresmedia-MISTERY PRODUCCIONES A.I.E.-Tornasol Films-Hernández y Fernández Producciones Cinematográficas-TeleMadrid-Movistar+,2016-10-28,4000000.0,1598584.0,127.0,6.7,345.0
10816,Action-Comedy,12.851,Amiguetes Entertainment-Atresmedia-Telefónica Studios,2014-10-03,9272437.0,11672363.0,105.0,5.6,154.0
10817,Crime-Drama-Horror,12.851,Incessant Barking Productions Inc.,2002-11-22,1200000.0,68716.0,99.0,5.8,122.0
10818,Drama,12.849,Paramount-Paramount Vantage-MRC-Anonymous Content-Central Films-Babel Productions Inc.,2006-09-08,25000000.0,135330182.0,143.0,7.2,3161.0
10827,Action-Comedy-War,12.843,Columbia Pictures-Universal Pictures-A-Team,1979-12-14,35000000.0,94900000.0,118.0,5.9,470.0
10828,Crime-Drama-Thriller,12.843,Nu Image-Millennium Films-Langley Productions-Thunder Road-Fuqua Films,2010-03-04,17000000.0,45719985.0,133.0,6.3,751.0
10830,Drama-History,12.841,Warner Bros. Pictures-JVC-40 Acres and a Mule Filmworks,1992-11-18,34000000.0,48169908.0,202.0,7.5,1320.0
10831,Thriller-Crime-Mystery,12.839,Warner Bros. Pictures,1988-02-16,20000000.0,17637950.0,120.0,6.693,801.0
10837,Adventure-Action-Drama,12.837,Hollywood Pictures-Largo Entertainment-Scott Free Productions,1996-02-02,38000000.0,10300000.0,129.0,6.3,277.0
10838,Drama-History,12.835,Miramax,1993-12-01,35000000.0,4858139.0,140.0,6.3,340.0
10839,Horror-Science Fiction,12.835,Metro-Goldwyn-Mayer British Studios,1960-06-16,200000.0,2175000.0,77.0,7.2,316.0
10840,Documentary,12.835,Easy There Tiger Productions,2006-10-27,25000.0,179780.0,93.0,6.8,178.0
10841,Drama,12.835,Asghar Farhadi Productions-Dreamlab Films-MPA APSA Academy Film Fund,2011-02-15,5000000.0,24426169.0,123.0,7.9,1397.0
10845,Comedy-Action,12.83,Canal+-StudioCanal-M6 Films-Ciné+-M6-Axel Films,2020-10-14,13000000.0,11208529.0,87.0,5.5,272.0
10849,Drama,12.827,Depth of Field-Nonetheless Productions-Superlative Films,2017-08-04,700000.0,1015744.0,104.0,7.0,291.0
10852,Crime-Drama-Romance-Mystery-Thriller,12.826,Universal Pictures,1989-09-15,19000000.0,110879513.0,113.0,6.651,499.0
10853,Comedy,12.826,Orion Pictures-Warner Bros. Pictures,1980-07-25,6000000.0,39846344.0,98.0,6.7,932.0
10855,Drama,12.821,filmscience-Stage 6 Films,2016-09-25,2000000.0,1215691.0,107.0,5.9,263.0
10862,Comedy-Drama-Family,12.815,Hughes Entertainment,1989-08-16,15000000.0,79258538.0,100.0,6.8,950.0
10869,Comedy-Drama-Romance,12.804,Waverly Films-Allagash Films-Westerly Films-Producciones Kaplan S.L.,1990-08-03,225000.0,2900000.0,99.0,6.9,114.0
10870,Comedy-Drama,12.803,New Line Cinema-Rabbit Bandini Productions-Point Grey Pictures-Good Universe-RatPac Entertainment-Ramona Films,2017-03-12,10000000.0,29820616.0,104.0,7.1,3085.0
10875,Action-Comedy-Thriller-Crime-Mystery,12.799,Cinerenta Medienbeteiligungs KG-Lionsgate-Ignite Entertainment,2003-04-25,15000000.0,23014206.0,97.0,6.3,356.0
10877,Comedy,12.798,Warner Bros. Pictures-Everyman Pictures-Gary Sanchez Productions-Location Gourmet,2012-08-09,95000000.0,104907746.0,85.0,5.8,1467.0
10882,Action-Adventure-Horror-Science Fiction-Thriller,12.79,Production I.G-Destination Films-East Wing Holdings-Samuel Goldwyn Films-SAJ-Beijing Happy Pictures Cultural Communications Co.,2009-04-02,30000000.0,5874530.0,91.0,5.7,287.0
10883,Action-Science Fiction-Thriller,12.789,Universal Pictures-Renaissance Pictures,1990-08-24,16000000.0,48878502.0,95.0,6.4,1054.0
10884,Drama-Fantasy,12.789,ARTE France Cinéma-Canal+-Pandora Film-Angoa-Agicoa-CNC-PROCIREP-Medienboard Berlin-Brandenburg-MEDIA Programme of the European Union-Wild Bunch-WDR/Arte-La Région Île-de-France-Soficinéma 8-Pierre Grise Productions-Théo Films,2012-07-02,4000000.0,641100.0,115.0,7.053,929.0
10887,Crime-Drama,12.787,United Artists-Norma Productions,1962-07-04,2650000.0,3100000.0,147.0,7.5,223.0
10888,Crime-Drama-Mystery-Thriller-Action,12.785,Columbia Pictures,1995-07-28,22000000.0,110627965.0,114.0,6.0,1079.0
10894,Crime-Drama-Thriller-Action,12.776,Metro-Goldwyn-Mayer-United Artists-Intermedia Films-IM Filmproduktion-Cosmic Pictures-Alphaville Films,2002-12-14,15000000.0,12150301.0,118.0,6.2,238.0
10895,Mystery-Action-Drama-Thriller-Crime,12.774,Epsilon Motion Pictures-Franchise Pictures-Signature Pictures-The Linson Company-ApolloMedia-ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)-QI Quality International GmbH & Co. KG-Spartan Productions (II),2004-03-12,19250000.0,8112712.0,102.0,6.2,285.0
10897,Adventure-Drama-War,12.774,Metro-Goldwyn-Mayer,2006-09-09,10000000.0,7177143.0,120.0,6.9,1003.0
10901,Comedy-Drama,12.77,Regency Enterprises-Fox 2000 Pictures-The Linson Company-Dogstar Films-Taurus Film-3 Miles Apart Productions Ltd.,1999-04-23,33000000.0,8408835.0,124.0,5.8,321.0
10902,Crime-Drama-Mystery-Thriller,12.769,The Combine-Bluegrass Films,2014-10-09,5000000.0,5218973.0,112.0,6.7,726.0
10903,Comedy-Romance,12.768,Alcon Entertainment-ETIC Films-C.R.G. International-Trademark Films-Micro Fusion 2003-2,2004-01-01,23000000.0,12195626.0,111.0,6.2,529.0
10905,Comedy-Romance,12.765,The Mount Company,1988-06-15,7000000.0,50888000.0,108.0,6.708,445.0
10906,Adventure-Action-Fantasy-Science Fiction-Thriller-Romance-Animation,12.764,Columbia Pictures-Square USA-Chris Lee Productions-Square Pictures,2001-07-02,137000000.0,85131830.0,106.0,6.2,1237.0
10907,Animation-Drama-Romance-Comedy,12.764,Paramount-HanWay Films-Harmonius Claptrap-Snoot Entertainment-Paramount Animation-Starburns Industries,2015-12-30,8000000.0,5659286.0,90.0,7.1,1465.0
10911,Comedy-Crime-Drama-Romance,12.763,Mad Chance-EuropaCorp-LD Entertainment,2009-01-18,13000000.0,20768906.0,98.0,6.4,1383.0
10912,Drama-Action-Crime-Thriller,12.763,Signature Pictures-Premiere Picture-Dream Team Films-Dog with a Bone Productions-Zone Vision,2019-05-09,4000000.0,143837.0,93.0,6.9,238.0
10914,Mystery-Horror-Thriller,12.762,Sagittaire Films-Captain Movies,2003-09-26,900000.0,77000000.0,83.0,6.4,405.0
10918,Drama-Fantasy,12.76,Sony Pictures Classics-MACRO-30WEST-Juniper Productions,2021-07-15,10000000.0,969204.0,124.0,7.0,115.0
10921,Drama-Romance,12.759,GP Pictures,2007-06-16,500000.0,142666.0,89.0,7.8,405.0
10922,Drama-Thriller-Romance,12.759,Paramount-George Stevens Productions,1951-06-12,2300000.0,7000000.0,122.0,7.4,289.0
10927,Drama-Romance,12.755,Miramax-Lions Gate Films-Artisan Entertainment-Lawrence Bender Productions-Havana Nights LLC,2004-02-27,25000000.0,27685016.0,86.0,6.4,557.0
10941,Comedy-Crime,12.748,Malpaso Productions-Warner Bros. Pictures-Deliverance Productions,1984-12-05,25000000.0,38348988.0,93.0,5.5,132.0
10943,Horror,12.745,Universal Pictures-Carolco Pictures-Alive Films-Larry Franco Productions,1987-10-23,3000000.0,14182492.0,101.0,6.829,766.0
10949,Animation-Comedy-Drama-Family-Romance,12.738,Canal+-CNC-France 3 Cinéma-Eurimages-Gébéka Films-Rita Productions-France Télévisions-Ciné+-SRG SSR-RTS-Office Fédéral de la Culture-Loterie Suisse Romande-Suissimage-Blue Spirit-Région Poitou-Charentes-Département de la Charente-KNM-Indie Sales Company-Indie Invest-Cinéforom-Hélium Films-Auvergne-Rhône-Alpes Cinéma-Région Auvergne-Rhône-Alpes,2016-09-22,8000000.0,5873256.0,66.0,7.814,1099.0
10954,Action-Crime-Drama-Thriller-Mystery,12.733,New Line Cinema,1996-09-20,67000000.0,47267001.0,101.0,6.3,695.0
10956,Comedy-Crime-Drama-Mystery,12.732,Ingenious Media-Broad Green Pictures-Miramax,2016-11-23,26000000.0,23229371.0,92.0,5.4,633.0
10960,Drama-Romance-Science Fiction,12.729,Fox Searchlight Pictures-DNA Films-Dune Entertainment-Film4 Productions,2010-03-18,15000000.0,9918093.0,104.0,6.9,1938.0
10965,Romance-Drama,12.726,20th Century Fox-Lucille Ball Productions,1983-10-21,5600000.0,17233166.0,91.0,5.7,207.0
10966,Comedy-Drama-Romance,12.726,20th Century Fox-Regency Enterprises-Epsilon Motion Pictures-Davis Entertainment-New Regency Pictures-Monarchy Enterprises S.a.r.l.-Atchity Entertainment International (AEI),2002-04-24,40000000.0,16872671.0,103.0,5.7,414.0
10967,Comedy-Horror-Romance,12.726,Paramount,1995-10-26,14000000.0,19800000.0,100.0,5.0,440.0
10971,Action-Adventure-Thriller,12.724,TriStar Pictures-Film Workshop-MDP Worldwide-Knock Films A.V.V.-Val D'Oro Entertainment,1998-09-04,35000000.0,44000000.0,91.0,5.1,270.0
10973,Mystery-Adventure-Comedy-Romance-Drama,12.722,Columbia Pictures-Happy Madison Productions,2001-04-10,17700000.0,30987695.0,91.0,5.6,609.0
10974,Drama,12.721,Walt Disney Pictures,2005-09-30,25000000.0,15431177.0,120.0,7.2,370.0
10975,Action-Adventure-Drama-Thriller,12.721,20th Century Fox-Davis Entertainment-Aldrich Group-Optional Pictures,2004-12-17,45000000.0,21009180.0,113.0,6.0,715.0
10987,Mystery-Romance-Thriller,12.706,RKO Radio Pictures,1941-11-14,1103000.0,4500000.0,99.0,7.1,610.0
10989,Drama,12.705,SBK Pictures-Occupant Entertainment,2008-07-03,6000000.0,3175469.0,99.0,6.3,226.0
10993,Science Fiction-Action-Adventure-Thriller,12.699,Paramount,1984-06-01,18000000.0,87000000.0,105.0,6.6,1091.0
10994,Action-Adventure-Crime-Drama-Thriller-Western,12.699,Autonomous-UK Film Council-Surefire Film Productions-Pictures in Paradise-Pacific Film and Television Commission-Film Consortium-National Lottery through UK Film Council,2005-10-06,2000000.0,5048693.0,104.0,7.1,514.0
10999,Drama,12.697,Metro-Goldwyn-Mayer-Killer Films-Memento Films Production-Backup Media-Big Indie Pictures-BSM Studio-Shriver Films-Lutzus-Brown-Curzon Film World,2014-12-05,5000000.0,43884652.0,101.0,7.5,2689.0
11003,Horror-Science Fiction-Thriller,12.692,New Line Cinema-Heron Communications-Third Elm Street Venture-Mega Entertainment,1987-10-30,5000000.0,9747988.0,96.0,6.988,303.0
11005,Comedy-Crime,12.69,Amjo Productions,1976-12-15,6000000.0,33833201.0,103.0,6.9,412.0
11006,War-Drama-Action,12.688,Head Gear Films-Stray Dog Films-Metrol Technology-Prospect 3,2018-09-07,10000000.0,2137751.0,107.0,5.901,131.0
11009,Drama,12.685,Charenton Productions-Fox Searchlight Pictures-Industry Entertainment-Walrus & Associates-Hollywood Partners,2000-11-22,13500000.0,7060876.0,124.0,7.2,493.0
11012,Comedy-Crime-Thriller,12.681,Propaganda Films-Samuel Goldwyn Company,1990-08-17,9500000.0,14560247.0,125.0,7.1,1307.0
11013,Comedy-Drama-History,12.681,Universal Pictures-Jersey Films-Mutual Film Company,1999-12-22,82000000.0,47434430.0,118.0,7.256,1440.0
11014,Horror,12.68,Fulvia Film,1981-08-14,786801.0,1845819.0,87.0,6.116,297.0
11015,Comedy-Crime-Drama,12.68,Columbia Pictures-Gracie Films-Boyle-Taylor Productions,1996-02-21,7000000.0,1040879.0,91.0,6.8,839.0
11016,Crime-Drama,12.679,Columbia Pictures-Protozoa Pictures-LBI Productions-Studio 8,2018-09-14,29000000.0,26000000.0,111.0,6.3,873.0
11024,Comedy-Drama,12.672,Alamar Cinema 161-Convoy Films-Film Factory,2019-09-06,1450000.0,368430.0,101.0,7.5,279.0
11025,Drama-Crime,12.671,Scorsese Productions-Warner Bros. Pictures,1973-10-14,500000.0,3000000.0,112.0,7.121,1713.0
11031,Romance-Comedy-Drama,12.665,Miramax-Haft Entertainment-Matchmaker Films,1996-08-02,6000000.0,22231658.0,121.0,6.7,498.0
11032,Comedy,12.664,Sony Pictures-Gaumont Columbia Tristar Films,2005-12-25,45000000.0,38058335.0,134.0,6.1,392.0
11039,Comedy-Drama,12.659,Lions Gate Films,2011-04-22,25000000.0,53213633.0,106.0,6.9,113.0
11041,Drama-History,12.656,Walt Disney Pictures,2004-02-06,28000000.0,64445708.0,135.0,7.084,486.0
11044,Comedy-Crime-Thriller,12.655,Mike Zoss Productions-The Jacobson Company-Touchstone Pictures,2004-03-25,35000000.0,76700000.0,104.0,6.124,1325.0
11046,Comedy,12.653,Telecinco Cinema-Movistar+-Zeta Cinema-Mogambo Films-La Gran Superproducción,2018-11-23,5200000.0,12496155.0,108.0,5.386,214.0
11052,Comedy-Drama-Romance,12.651,Universal Pictures-Open Road Films-Gulfstream Pictures-PalmStar Media-Capacity Pictures-May Day Movies-Rice Films-Triad Film Works-Beatnik Films,2016-04-28,25000000.0,48782670.0,118.0,6.0,1152.0
11058,Comedy,12.644,Columbia Pictures-Python (Monty) Pictures Limited-Playboy Enterprises-Kettledrum Films,1971-09-28,100000.0,7000.0,88.0,7.3,404.0
11063,Drama-Thriller,12.638,Columbia Pictures-IPC Films,1979-03-16,5900000.0,51718367.0,122.0,7.2,356.0
11065,Crime-Thriller-Action,12.636,Malpaso Productions-Warner Bros. Pictures,2002-08-09,50000000.0,31794718.0,110.0,6.1,638.0
11067,Romance-Thriller-Drama,12.635,FOZ-Mars Films-Mandarin Cinéma,2017-05-26,7110000.0,4248574.0,108.0,6.1,451.0
11071,Horror-Thriller,12.632,Glass Eye Pix-Dark Sky Films,2011-08-18,750000.0,78396.0,102.0,5.422,537.0
11072,Thriller-Mystery-Drama-Crime,12.631,Paramount-MFP Munich Film Partners GmbH & Company I. Produktions KG-Krane Entertainment-Neufeld Rehme Productions,1999-06-18,60000000.0,149705852.0,116.0,6.4,744.0
11075,Comedy,12.629,Castle Rock Entertainment-Relativity Media-Banter,2009-12-17,58000000.0,85280250.0,103.0,5.3,830.0
11077,Adventure-Family-Science Fiction-Action,12.628,Walt Disney Productions,1979-12-18,20000000.0,35841901.0,98.0,5.8,355.0
11079,Horror-Comedy-Science Fiction,12.627,TriStar Pictures-Delphi V Productions,1986-08-21,5000000.0,591366.0,90.0,6.7,376.0
11081,Horror-Thriller-Crime,12.624,Milagro Films-Franchise Pictures-DoRo Fiction Film-Signature Pictures-The Carousel Picture Company-Film Fund Luxembourg-ApolloMedia-Filmyard Underwaterdeco,2002-08-09,40000000.0,18902015.0,101.0,3.7,300.0
11082,Crime-Drama-Thriller,12.623,Magnolia Pictures-Delux Productions-Zero Gravity Management-Future Films-Film Fund Luxembourg-Pierce/Williams Entertainment,2007-09-01,20000000.0,6819587.0,108.0,6.56,409.0
11089,Music-Documentary,12.618,Columbia Pictures-AEG Live,2009-10-28,60000000.0,261200000.0,111.0,7.182,760.0
11092,Drama-Romance,12.616,BBC Films-Ecosse Films-HanWay Films-UK Film Council-2 Entertain-Zak Productions-Brideshead Films-Mestiere Cinema,2008-07-25,20000000.0,13204291.0,133.0,6.4,126.0
11093,Drama-History-War,12.616,20th Century Fox,1970-01-26,25485000.0,37150000.0,144.0,7.2,409.0
11096,Comedy-Drama-Fantasy-Horror-Mystery,12.615,ARTE France Cinéma-Canal+-Backup Media-Elle Driver-1.85 Films-Realitism Films-Sindika Dokolo,2010-11-09,500000.0,98017.0,85.0,5.958,801.0
11098,Comedy-Romance,12.612,New Line Cinema-Picturehouse Entertainment,2008-09-12,16000000.0,50007546.0,114.0,5.1,282.0
11101,Drama-Thriller,12.61,Lionsgate-LD Entertainment-Wonderful Films PLC-Exclusive Media,2012-09-11,10000000.0,3428048.0,115.0,7.1,970.0
11103,Drama-History-War,12.608,New Line Cinema-Turner Pictures (I)-TriStar Television-Esparza / Katz Productions,1993-10-08,25000000.0,12700000.0,254.0,6.9,233.0
11104,Horror-Science Fiction,12.607,Valley Forge Films-Tonylyn Productions Inc.-Fairview Productions,1958-09-10,110000.0,4000000.0,86.0,6.289,458.0
11106,Family-Drama-Comedy,12.606,Walt Disney Pictures-Bridget Johnson Films-Skate Away Productions,2005-03-17,25000000.0,27645491.0,98.0,6.4,790.0
11109,Thriller-Comedy-Fantasy-Horror,12.604,Paramount-Laurel Entertainment-Laurel Productions-Darkside Movie,1990-05-03,3500000.0,16324573.0,93.0,6.1,285.0
11114,Comedy-Family-Fantasy,12.596,20th Century Fox-APJAC Productions,1967-12-05,18000000.0,9000000.0,152.0,6.28,132.0
11115,Action-Crime-Thriller,12.595,Solar Productions-First Artists-Foster-Brower Productions,1972-09-20,3352254.0,36734619.0,123.0,7.1,415.0
11116,Drama-Thriller-Horror,12.593,TriStar Pictures,1995-03-03,15000000.0,12201255.0,103.0,5.162,111.0
11119,Drama-Romance,12.588,20th Century Fox,1953-04-11,1805000.0,4905000.0,98.0,6.4,85.0
11125,Comedy-Romance,12.584,Permut Presentations-TriStar Pictures-Blake Edwards Entertainment-Delphi V Productions-ML Delphi Premier Productions,1987-03-27,18000000.0,39321715.0,95.0,6.0,384.0
11126,Music-Drama,12.582,Imagine Entertainment-Carolco Pictures-Ixtlan Productions-Bill Graham Films,1991-03-01,38000000.0,34416893.0,140.0,7.114,1128.0
11127,Drama-Fantasy-Comedy,12.582,Universal Pictures,1989-04-21,15000000.0,84431625.0,107.0,7.1,1187.0
11128,Thriller-Crime-Romance,12.581,Epsilon Motion Pictures-Quinta Communications,2002-04-30,35000000.0,16830252.0,114.0,6.2,457.0
11142,Drama-Mystery-Thriller,12.568,Medusa Film-Sandcastle 5-Chicagofilms,2001-11-07,19800000.0,87754044.0,137.0,6.9,887.0
11148,Drama-Thriller,12.565,CJ Entertainment-Myung Films,2000-04-22,50000.0,24963.0,90.0,7.0,252.0
11157,Comedy-Crime-Drama,12.562,One Race-MHF Zweite Academy Film-Yari Film Group Releasing-Bob Yari Productions-Syndicate Films International-Bob DeBrino Entertainment-BDE Entertainment-Crossroads Entertainment (II)-Three Wolves Productions,2006-03-16,13000000.0,2636637.0,125.0,6.541,390.0
11159,Adventure-Drama-Family,12.56,Fuji Television Network,1986-06-27,7520000.0,13299749.0,76.0,6.433,165.0
11166,Adventure-Drama,12.552,Toledo Productions-Film4 Productions-Focus Features-Prime Focus-Twins Financing,2011-02-08,25000000.0,27122040.0,114.0,6.2,1106.0
11175,Drama-Thriller,12.542,Universal Pictures-Melville-Talbot Productions,1962-04-12,35000000.0,103000000.0,105.0,7.5,442.0
11178,Drama-Romance,12.537,Cold Iron Pictures-Archer Gray-Caviar,2015-08-07,2000000.0,1477002.0,102.0,6.6,634.0
11182,Horror-Mystery-Science Fiction,12.535,United Artists,1978-12-19,3500000.0,24946533.0,116.0,7.2,794.0
11186,Drama-Thriller-Crime,12.529,Canal+-MEDIA Programme of the European Union-Vaca Films-ICAA-Playtime-Atresmedia-Xunta de Galicia-Sony Pictures International Productions-Film Constellation-Quien a hierro mata-Ministerio de Educación Cultura y Deporte,2019-08-30,3328289.0,2407571.0,107.0,6.7,257.0
11187,Comedy-Romance,12.529,Warner Bros. Pictures-Tollin/Robbins Productions,2001-08-22,34000000.0,19693891.0,104.0,5.4,153.0
11188,Action-Comedy,12.529,Columbia Pictures,1981-06-25,10000000.0,85300000.0,106.0,6.5,727.0
11194,Drama-Crime-Thriller,12.524,Columbia Pictures-Industry Entertainment-2929 Productions,2007-10-09,21000000.0,54926886.0,117.0,6.7,1099.0
11196,Action-Crime-Drama,12.523,Miramax-Across the River Productions-Woods Entertainment,1997-08-15,15000000.0,44862187.0,104.0,6.787,1187.0
11199,Action-Adventure-Comedy,12.517,Gramercy Pictures,1994-11-04,3500000.0,2341309.0,89.0,4.347,252.0
11211,Horror-Thriller-Mystery,12.507,Famous Players-Canadian Film Development Corporation (CFDC)-Secret Films,1981-02-11,2200000.0,5672031.0,90.0,6.5,335.0
11218,Comedy-Drama,12.503,Big Beach-IM Global,2016-10-27,10000000.0,680351.0,87.0,6.4,405.0
11219,Drama-Romance,12.503,Goldcrest-Ecosse Films-HanWay Films-UK Film Council-Screen Yorkshire-Film4 Productions,2011-09-09,5692172.0,1742215.0,124.0,5.9,191.0
11221,Science Fiction-Horror,12.5,New Line Cinema-Allied Vision,1992-03-05,10000000.0,32100816.0,108.0,5.6,580.0
11223,Drama-Western-Crime,12.499,New Line Cinema-Groundswell Productions-Axon Films,2008-09-19,20000000.0,20211394.0,115.0,6.557,821.0
11226,Drama-History-Thriller-War,12.496,New Line Cinema-Tig Productions-Hollywood Pictures-Beacon Communications-Buena Vista International-Beacon Pictures,2000-12-25,80000000.0,34566746.0,145.0,7.0,592.0
11235,Drama-Western,12.492,Paramount,1953-04-23,3100000.0,20000000.0,118.0,7.5,476.0
11237,Animation-Science Fiction-Thriller,12.489,Section Eight-Thousand Words-3 Arts Entertainment-Warner Independent Pictures (WIP)-Detour Filmproduction,2006-07-07,8700000.0,7659918.0,100.0,6.8,1431.0
11239,Drama,12.485,Playfilm Productions,1962-05-23,500000.0,2500000.0,106.0,7.8,230.0
11241,Drama-History-War,12.484,Paramount-Samuel Bronston Productions,1964-03-24,19000000.0,4750000.0,188.0,6.6,142.0
11243,Horror-Romance,12.482,SpectreVision-Black Light District-Say Ahh Productions-Logan Pictures,2014-11-21,1000000.0,395000.0,99.0,6.8,697.0
11244,Comedy-Horror,12.481,Silent Night Releasing Corporation,1987-04-10,250000.0,154323.0,88.0,4.6,111.0
11245,Action-Comedy-Crime-Drama-Thriller,12.481,Miramax,2005-05-12,10000000.0,17297244.0,96.0,6.3,370.0
11249,Drama-Music,12.478,Endgame Entertainment-Rising Star-Killer Films-John Wells Productions-Dreamachine-Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)-Grey Water Park Productions-John Goldwyn Productions-Wells Productions,2007-10-01,20000000.0,4001121.0,135.0,6.605,557.0
11251,Comedy-Animation-Family-Adventure-Science Fiction-Fantasy,12.476,Shin-Ei Animation,2015-03-07,46597700.0,32700000.0,100.0,6.2,57.0
11260,Music-Drama-Comedy-Family,12.466,Stage 6 Films-Park Pictures Features-Burn Later Productions-Houston King Productions,2018-06-08,2000000.0,2115765.0,97.0,7.0,213.0
11262,Comedy-Fantasy,12.465,Warner Bros. Pictures-Geffen Pictures-MTV Films,1996-07-26,13000000.0,4619014.0,78.0,5.5,275.0
11263,Drama-Comedy-Romance,12.465,France 2 Cinéma-Canal+-France 3 Cinéma-Wild Bunch-KS2 Productions-TPS Star-Région Provence-Alpes-Côte d'Azur-Les Films Pelléas-Tovo Films-Atlan Films-CNC,2006-12-13,10000000.0,28041861.0,104.0,6.4,634.0
11264,Comedy-Romance-Science Fiction-Drama,12.464,Big Beach-Duplass Brothers Productions,2012-06-08,750000.0,4424699.0,86.0,6.8,1201.0
11265,Drama-Action-Thriller-Crime,12.462,3L Filmverleih-Nu Image,2006-04-05,25000000.0,5549200.0,96.0,5.7,408.0
11268,Comedy-Drama-Romance,12.459,20th Century Fox-Grand March Productions-Amy Robinson Productions,1999-10-01,8000000.0,22593409.0,91.0,6.5,292.0
11271,Comedy,12.456,DreamWorks Pictures-MTV Films-Red Hour-Smart Entertainment,2007-03-30,53000000.0,118200000.0,93.0,6.1,1475.0
11274,Adventure-Drama,12.454,Columbia Pictures-Raybert Productions-Pando Company Inc.,1969-06-26,400000.0,60000000.0,95.0,7.1,1627.0
11275,Action-Thriller-Crime,12.452,20th Century Fox-Dune Entertainment-Major Studio Partners-Regency Enterprises-Epsilon Motion Pictures-New Regency Pictures-Sentinel Productions-Furthur Films,2006-04-19,60000000.0,78810595.0,108.0,5.977,640.0
11281,Western,12.447,Metro-Goldwyn-Mayer,1973-05-23,4638783.0,11000000.0,106.0,7.2,325.0
11286,Family-Drama,12.442,Fox 2000 Pictures-Zucker/Netter Productions,2006-10-20,15000000.0,21000000.0,95.0,6.9,247.0
11287,Drama,12.441,Fox Searchlight Pictures-Good Machine-Canal+ Droits Audiovisuels,1997-02-05,18000000.0,8038061.0,112.0,6.9,506.0
11289,Comedy,12.44,Miramax-Independent Pictures (II)-The Alfred Shay Company Inc.,1996-10-18,200000.0,4505922.0,96.0,6.9,586.0
11291,Fantasy-Romance-Drama,12.437,Universal Pictures-Amblin Entertainment-United Artists,1989-12-22,31000000.0,74134790.0,122.0,6.27,477.0
11304,Thriller-Horror,12.428,TriStar Pictures-360 Pictures,2007-07-27,12000000.0,9620399.0,105.0,4.481,311.0
11319,Horror,12.413,Magnum Motion Pictures Inc.-MPO Videotronics,1980-11-14,350000.0,10000000.0,87.0,6.4,307.0
11320,Drama-Thriller,12.412,Columbia Pictures-Original Film,2001-09-14,30000000.0,23619609.0,107.0,5.9,814.0
11321,War-Drama-History,12.41,DreamWorks Pictures-Amblin Entertainment-Malpaso Productions-Warner Bros. Pictures,2006-10-18,90000000.0,65900249.0,135.0,6.831,1539.0
11324,Fantasy-Science Fiction,12.405,Lamb Bear Entertainment-Davis-Panzer Productions-Interstar-Harat Investments,1991-01-13,30000000.0,15556340.0,109.0,4.7,686.0
11326,Comedy-Drama,12.403,Columbia Pictures-Acrobat Productions-Bright-Persky Associates,1973-12-11,2300000.0,10000000.0,104.0,7.1,272.0
11329,Adventure-Romance,12.4,Metro-Goldwyn-Mayer-Loew's Incorporated,1952-07-31,3842000.0,10878000.0,106.0,6.87,131.0
11331,Drama,12.399,Rome Paris Films-Les Films Concordia-Compagnia Cinematografica Champion,1963-10-29,900000.0,528428.0,103.0,7.19,627.0
11340,Drama,12.393,Universal Pictures-Hell's Kitchen Films,1993-12-12,13000000.0,65796862.0,133.0,7.9,1410.0
11341,Horror-Mystery,12.393,Summit Entertainment-Karz Entertainment-House Row Productions,2009-09-09,12500000.0,27206120.0,101.0,5.5,478.0
11345,Drama-Romance,12.39,X Filme Creative Pool-Les Films du Losange-wega film vienna,2012-09-20,8900000.0,29844753.0,127.0,7.8,1335.0
11348,Comedy-Crime-Romance,12.388,Columbia Pictures-Village Roadshow Pictures-NPV Entertainment,2001-02-09,22000000.0,19351569.0,90.0,5.5,428.0
11350,Action-Horror-Science Fiction-Romance,12.385,Columbia Pictures-Topkick Productions,1982-04-02,4500000.0,10500000.0,103.0,5.996,125.0
11353,Action-Comedy,12.382,Apipoulaï,2007-02-10,17500000.0,65125001.0,91.0,5.5,981.0
11358,Drama-Crime-History,12.375,Infinitum Nihil-Head Gear Films-Cross Creek Pictures-Free State Pictures-RatPac Entertainment-Le Grisbi Productions-Vendian Entertainment,2015-09-04,53000000.0,98837872.0,123.0,6.451,2934.0
11361,Crime-Drama-Mystery-Thriller,12.374,United Artists-The Mirisch Company,1967-08-02,2000000.0,27379978.0,109.0,7.7,803.0
